genome,kingdom,phylum,class,genus,species
Thermococcus_barophilus_MP_uid54733,Archaea,Euryarchaeota,Thermococci,Thermococcus,Thermococcus_barophilus
Thermococcus_gammatolerans_EJ3_uid59389,Archaea,Euryarchaeota,Thermococci,Thermococcus,Thermococcus_gammatolerans
Thermococcus_kodakarensis_KOD1_uid58225,Archaea,Euryarchaeota,Thermococci,Thermococcus,Thermococcus_kodakarensis
Thermococcus_onnurineus_NA1_uid59043,Archaea,Euryarchaeota,Thermococci,Thermococcus,Thermococcus_onnurineus
Thermococcus_sibiricus_MM_739_uid59399,Archaea,Euryarchaeota,Thermococci,Thermococcus,Thermococcus_sibiricus
Thermocrinis_albus_DSM_14484_uid46231,Bacteria,Aquificae,Aquificae,Thermocrinis,Thermocrinis_albus
Thermodesulfatator_indicus_DSM_15286_uid68285,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfatator,Thermodesulfatator_indicus
Thermodesulfobacterium_OPB45_uid68283,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacterium,Thermodesulfobacterium_OPB45
Thermodesulfobium_narugense_DSM_14796_uid66601,Bacteria,Firmicutes,Clostridia,Thermodesulfobium,Thermodesulfobium_narugense
Thermodesulfovibrio_yellowstonii_DSM_11347_uid59257,Bacteria,Nitrospirae,Nitrospira,Thermodesulfovibrio,Thermodesulfovibrio_yellowstonii
Thermofilum_pendens_Hrk_5_uid58563,Archaea,Crenarchaeota,Thermoprotei,Thermofilum,Thermofilum_pendens
Thermomicrobium_roseum_DSM_5159_uid59341,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobium,Thermomicrobium_roseum
Thermomonospora_curvata_DSM_43183_uid41885,Bacteria,Actinobacteria,Actinobacteria,Thermomonospora,Thermomonospora_curvata
Thermoplasma_acidophilum_DSM_1728_uid61573,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasma,Thermoplasma_acidophilum
Thermoplasma_volcanium_GSS1_uid57751,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasma,Thermoplasma_volcanium
Thermoproteus_neutrophilus_V24Sta_uid58421,Archaea,Crenarchaeota,Thermoprotei,Thermoproteus,Thermoproteus_neutrophilus
Thermoproteus_tenax_Kra_1_uid74443,Archaea,Crenarchaeota,Thermoprotei,Thermoproteus,Thermoproteus_tenax
Thermoproteus_uzoniensis_768_20_uid65089,Archaea,Crenarchaeota,Thermoprotei,Thermoproteus,Thermoproteus_uzoniensis
Thermosediminibacter_oceani_DSM_16646_uid51421,Bacteria,Firmicutes,Clostridia,Thermosediminibacter,Thermosediminibacter_oceani
Thermosipho_africanus_TCF52B_uid59095,Bacteria,Thermotogae,Thermotogae,Thermosipho,Thermosipho_africanus
Thermosipho_melanesiensis_BI429_uid58683,Bacteria,Thermotogae,Thermotogae,Thermosipho,Thermosipho_melanesiensis
Thermosphaera_aggregans_DSM_11486_uid48993,Archaea,Crenarchaeota,Thermoprotei,Thermosphaera,Thermosphaera_aggregans
Thermosynechococcus_elongatus_BP_1_uid57907,Bacteria,Cyanobacteria,-,Thermosynechococcus,Thermosynechococcus_elongatus
Thermotoga_lettingae_TMO_uid58419,Bacteria,Thermotogae,Thermotogae,Thermotoga,Thermotoga_lettingae
Thermotoga_maritima_MSB8_uid57723,Bacteria,Thermotogae,Thermotogae,Thermotoga,Thermotoga_maritima
Thermotoga_naphthophila_RKU_10_uid42777,Bacteria,Thermotogae,Thermotogae,Thermotoga,Thermotoga_naphthophila
Thermotoga_neapolitana_DSM_4359_uid59065,Bacteria,Thermotogae,Thermotogae,Thermotoga,Thermotoga_neapolitana
Thermotoga_petrophila_RKU_1_uid58655,Bacteria,Thermotogae,Thermotogae,Thermotoga,Thermotoga_petrophila
Thermotoga_RQ2_uid58935,Bacteria,Thermotogae,Thermotogae,Thermotoga,Thermotoga_RQ2
Thermotoga_thermarum_DSM_5069_uid68449,Bacteria,Thermotogae,Thermotogae,Thermotoga,Thermotoga_thermarum
Thermovibrio_ammonificans_HB_1_uid62095,Bacteria,Aquificae,Aquificae,Thermovibrio,Thermovibrio_ammonificans
Thermovirga_lienii_DSM_17291_uid77129,Bacteria,Synergistetes,Synergistia,Thermovirga,Thermovirga_lienii
Thermus_scotoductus_SA_01_uid62273,Bacteria,-,Deinococci,Thermus,Thermus_scotoductus
Thermus_thermophilus_HB27_uid58033,Bacteria,-,Deinococci,Thermus,Thermus_thermophilus
Thermus_thermophilus_HB8_uid58223,Bacteria,-,Deinococci,Thermus,Thermus_thermophilus
Thioalkalimicrobium_cyclicum_ALM1_uid67391,Bacteria,Proteobacteria,Gammaproteobacteria,Thioalkalimicrobium,Thioalkalimicrobium_cyclicum
Thioalkalivibrio_K90mix_uid46181,Bacteria,Proteobacteria,Gammaproteobacteria,Thioalkalivibrio,Thioalkalivibrio_K90mix
Thioalkalivibrio_sulfidophilus_HL_EbGr7_uid59179,Bacteria,Proteobacteria,Gammaproteobacteria,Thioalkalivibrio,Thioalkalivibrio_sulfidophilus
Thiobacillus_denitrificans_ATCC_25259_uid58189,Bacteria,Proteobacteria,Betaproteobacteria,Thiobacillus,Thiobacillus_denitrificans
Thiomicrospira_crunogena_XCL_2_uid58183,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospira,Thiomicrospira_crunogena
Thiomonas_intermedia_K12_uid48825,Bacteria,Proteobacteria,Betaproteobacteria,Thiomonas,Thiomonas_intermedia
Tolumonas_auensis_DSM_9187_uid59395,Bacteria,Proteobacteria,Gammaproteobacteria,Tolumonas,Tolumonas_auensis
Treponema_azotonutricium_ZAS_9_uid67365,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_azotonutricium
Treponema_brennaborense_DSM_12168_uid66607,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_brennaborense
Treponema_denticola_ATCC_35405_uid57583,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_denticola
Treponema_pallidum_Nichols_uid57585,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_pallidum
Treponema_pallidum_SS14_uid58977,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_pallidum
Treponema_paraluiscuniculi_Cuniculi_A_uid68447,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_paraluiscuniculi
Treponema_primitia_ZAS_2_uid67367,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_primitia
Treponema_succinifaciens_DSM_2489_uid65781,Bacteria,Spirochaetes,Spirochaetia,Treponema,Treponema_succinifaciens
Trichodesmium_erythraeum_IMS101_uid57925,Bacteria,Cyanobacteria,-,Trichodesmium,Trichodesmium_erythraeum
Tropheryma_whipplei_TW08_27_uid57961,Bacteria,Actinobacteria,Actinobacteria,Tropheryma,Tropheryma_whipplei
Tropheryma_whipplei_Twist_uid57705,Bacteria,Actinobacteria,Actinobacteria,Tropheryma,Tropheryma_whipplei
Truepera_radiovictrix_DSM_17093_uid49533,Bacteria,-,Deinococci,Truepera,Truepera_radiovictrix
Tsukamurella_paurometabola_DSM_20162_uid48829,Bacteria,Actinobacteria,Actinobacteria,Tsukamurella,Tsukamurella_paurometabola
uncultured_Termite_group_1_bacterium_phylotype_Rs_D17_uid59059,Bacteria,Elusimicrobia,-,uncultured,uncultured_Termite
Ureaplasma_parvum_serovar_3_ATCC_27815_uid58887,Bacteria,Tenericutes,Mollicutes,Ureaplasma,Ureaplasma_parvum
Ureaplasma_parvum_serovar_3_ATCC_700970_uid57711,Bacteria,Tenericutes,Mollicutes,Ureaplasma,Ureaplasma_parvum
Ureaplasma_urealyticum_serovar_10_ATCC_33699_uid59011,Bacteria,Tenericutes,Mollicutes,Ureaplasma,Ureaplasma_urealyticum
Variovorax_paradoxus_EPS_uid62107,Bacteria,Proteobacteria,Betaproteobacteria,Variovorax,Variovorax_paradoxus
Variovorax_paradoxus_S110_uid59437,Bacteria,Proteobacteria,Betaproteobacteria,Variovorax,Variovorax_paradoxus
Veillonella_parvula_DSM_2008_uid41927,Bacteria,Firmicutes,Negativicutes,Veillonella,Veillonella_parvula
Verminephrobacter_eiseniae_EF01_2_uid58675,Bacteria,Proteobacteria,Betaproteobacteria,Verminephrobacter,Verminephrobacter_eiseniae
Verrucosispora_maris_AB_18_032_uid66297,Bacteria,Actinobacteria,Actinobacteria,Verrucosispora,Verrucosispora_maris
Vibrio_anguillarum_775_uid68057,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_anguillarum
Vibrio_cholerae_M66_2_uid59355,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_cholerae
Vibrio_cholerae_MJ_1236_uid59387,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_cholerae
Vibrio_cholerae_O1_2010EL_1786_uid78933,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_cholerae
Vibrio_cholerae_O1_biovar_El_Tor_N16961_uid57623,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_cholerae
Vibrio_cholerae_O395_uid58425,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_cholerae
Vibrio_Ex25_uid41601,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_Ex25
Vibrio_fischeri_ES114_uid58163,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_fischeri
Vibrio_fischeri_MJ11_uid58907,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_fischeri
Vibrio_harveyi_ATCC_BAA_1116_uid58957,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_harveyi
Vibrio_parahaemolyticus_RIMD_2210633_uid57969,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_parahaemolyticus
Vibrio_splendidus_LGP32_uid59353,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_splendidus
Vibrio_vulnificus_CMCP6_uid62909,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_vulnificus
Vibrio_vulnificus_MO6_24_O_uid62243,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_vulnificus
Vibrio_vulnificus_YJ016_uid58007,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrio,Vibrio_vulnificus
Vulcanisaeta_distributa_DSM_14429_uid52827,Archaea,Crenarchaeota,Thermoprotei,Vulcanisaeta,Vulcanisaeta_distributa
Vulcanisaeta_moutnovskia_768_28_uid63631,Archaea,Crenarchaeota,Thermoprotei,Vulcanisaeta,Vulcanisaeta_moutnovskia
Waddlia_chondrophila_WSU_86_1044_uid49531,Bacteria,Chlamydiae,Chlamydiia,Waddlia,Waddlia_chondrophila
Weeksella_virosa_DSM_16922_uid63627,Bacteria,Bacteroidetes,Flavobacteriia,Weeksella,Weeksella_virosa
Weissella_koreensis_KACC_15510_uid68837,Bacteria,Firmicutes,Bacilli,Weissella,Weissella_koreensis
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis_uid57853,Bacteria,Proteobacteria,Gammaproteobacteria,Wigglesworthia,Wigglesworthia_glossinidia
Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_uid61645,Bacteria,Proteobacteria,Alphaproteobacteria,Wolbachia,Wolbachia_endosymbiont
Wolbachia_endosymbiont_of_Drosophila_melanogaster_uid57851,Bacteria,Proteobacteria,Alphaproteobacteria,Wolbachia,Wolbachia_endosymbiont
Wolbachia_endosymbiont_TRS_of_Brugia_malayi_uid58107,Bacteria,Proteobacteria,Alphaproteobacteria,Wolbachia,Wolbachia_endosymbiont
Wolbachia_wRi_uid59371,Bacteria,Proteobacteria,Alphaproteobacteria,WolbachiaRi,Wolbachia_wRi
Wolinella_succinogenes_DSM_1740_uid61591,Bacteria,Proteobacteria,Epsilonproteobacteria,Wolinella,Wolinella_succinogenes
Xanthobacter_autotrophicus_Py2_uid58453,Bacteria,Proteobacteria,Alphaproteobacteria,Xanthobacter,Xanthobacter_autotrophicus
Xanthomonas_albilineans_GPE_PC73_uid43163,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_albilineans
Xanthomonas_axonopodis_citri_306_uid57889,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_axonopodis
Xanthomonas_axonopodis_citrumelo_F1_uid73179,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_axonopodis
Xanthomonas_campestris_8004_uid57595,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_campestris
Xanthomonas_campestris_ATCC_33913_uid57887,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_campestris
Xanthomonas_campestris_B100_uid61643,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_campestris
Xanthomonas_campestris_vesicatoria_85_10_uid58321,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_campestris
Xanthomonas_oryzae_KACC_10331_uid58155,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_oryzae
Xanthomonas_oryzae_MAFF_311018_uid58547,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_oryzae
Xanthomonas_oryzae_PXO99A_uid59131,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonas,Xanthomonas_oryzae
Xenorhabdus_bovienii_SS_2004_uid46345,Bacteria,Proteobacteria,Gammaproteobacteria,Xenorhabdus,Xenorhabdus_bovienii
Xenorhabdus_nematophila_ATCC_19061_uid49133,Bacteria,Proteobacteria,Gammaproteobacteria,Xenorhabdus,Xenorhabdus_nematophila
Xylanimonas_cellulosilytica_DSM_15894_uid41935,Bacteria,Actinobacteria,Actinobacteria,Xylanimonas,Xylanimonas_cellulosilytica
Xylella_fastidiosa_9a5c_uid57849,Bacteria,Proteobacteria,Gammaproteobacteria,Xylella,Xylella_fastidiosa
Xylella_fastidiosa_M12_uid58763,Bacteria,Proteobacteria,Gammaproteobacteria,Xylella,Xylella_fastidiosa
Xylella_fastidiosa_M23_uid58809,Bacteria,Proteobacteria,Gammaproteobacteria,Xylella,Xylella_fastidiosa
Xylella_fastidiosa_Temecula1_uid57869,Bacteria,Proteobacteria,Gammaproteobacteria,Xylella,Xylella_fastidiosa
Yersinia_enterocolitica_8081_uid57741,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_enterocolitica
Yersinia_enterocolitica_palearctica_105_5R_r__uid63663,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_enterocolitica
Yersinia_pestis_Angola_uid58485,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pestis_Antiqua_uid58607,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pestis_biovar_Microtus_91001_uid58037,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pestis_CO92_uid57621,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pestis_KIM_10_uid57875,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pestis_Nepal516_uid58609,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pestis_Pestoides_F_uid58619,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pestis_Z176003_uid47317,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pestis
Yersinia_pseudotuberculosis_IP_31758_uid58487,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pseudotuberculosis
Yersinia_pseudotuberculosis_IP_32953_uid58157,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pseudotuberculosis
Yersinia_pseudotuberculosis_PB1__uid59153,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pseudotuberculosis
Yersinia_pseudotuberculosis_YPIII_uid59151,Bacteria,Proteobacteria,Gammaproteobacteria,Yersinia,Yersinia_pseudotuberculosis
Zobellia_galactanivorans_uid70621,Bacteria,Bacteroidetes,Flavobacteriia,Zobellia,Zobellia_galactanivorans
Zunongwangia_profunda_SM_A87_uid48073,Bacteria,Bacteroidetes,Flavobacteriia,Zunongwangia,Zunongwangia_profunda
Zymomonas_mobilis_NCIMB_11163_uid41019,Bacteria,Proteobacteria,Alphaproteobacteria,Zymomonas,Zymomonas_mobilis
Zymomonas_mobilis_pomaceae_ATCC_29192_uid68445,Bacteria,Proteobacteria,Alphaproteobacteria,Zymomonas,Zymomonas_mobilis
Zymomonas_mobilis_ZM4_uid58095,Bacteria,Proteobacteria,Alphaproteobacteria,Zymomonas,Zymomonas_mobilis
